timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1684620481680,2,Home,200,OK,Thread Group 1-1,text,true,,1497,253,4,4,http://localhost:8080/jpetstore/,1,0,1
1684620481680,1,Home-0,302,Found,Thread Group 1-1,,true,,146,126,4,4,http://localhost:8080/jpetstore,1,0,1
1684620481681,1,Home-1,200,OK,Thread Group 1-1,text,true,,1351,127,4,4,http://localhost:8080/jpetstore/,1,0,0
1684620482097,1,Home,200,OK,Thread Group 1-2,text,true,,1497,253,5,5,http://localhost:8080/jpetstore/,1,0,0
1684620482097,1,Home-0,302,Found,Thread Group 1-2,,true,,146,126,5,5,http://localhost:8080/jpetstore,1,0,0
1684620482098,0,Home-1,200,OK,Thread Group 1-2,text,true,,1351,127,5,5,http://localhost:8080/jpetstore/,0,0,0
1684620482445,1,Home,200,OK,Thread Group 1-3,text,true,,1497,253,6,6,http://localhost:8080/jpetstore/,0,0,0
1684620482445,0,Home-0,302,Found,Thread Group 1-3,,true,,146,126,6,6,http://localhost:8080/jpetstore,0,0,0
1684620482446,0,Home-1,200,OK,Thread Group 1-3,text,true,,1351,127,6,6,http://localhost:8080/jpetstore/,0,0,0
1684620482846,1,Home,200,OK,Thread Group 1-4,text,true,,1497,253,7,7,http://localhost:8080/jpetstore/,1,0,0
1684620482846,1,Home-0,302,Found,Thread Group 1-4,,true,,146,126,7,7,http://localhost:8080/jpetstore,1,0,0
1684620482847,0,Home-1,200,OK,Thread Group 1-4,text,true,,1351,127,7,7,http://localhost:8080/jpetstore/,0,0,0
1684620483266,1,Main Catalog,200,OK,Thread Group 1-1,text,true,,5762,149,8,8,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620483271,1,Home,200,OK,Thread Group 1-5,text,true,,1497,253,8,8,http://localhost:8080/jpetstore/,0,0,0
1684620483271,0,Home-0,302,Found,Thread Group 1-5,,true,,146,126,8,8,http://localhost:8080/jpetstore,0,0,0
1684620483271,1,Home-1,200,OK,Thread Group 1-5,text,true,,1351,127,8,8,http://localhost:8080/jpetstore/,1,0,0
1684620483657,2,Home,200,OK,Thread Group 1-6,text,true,,1497,253,9,9,http://localhost:8080/jpetstore/,1,0,1
1684620483657,1,Home-0,302,Found,Thread Group 1-6,,true,,146,126,9,9,http://localhost:8080/jpetstore,1,0,1
1684620483658,1,Home-1,200,OK,Thread Group 1-6,text,true,,1351,127,9,9,http://localhost:8080/jpetstore/,1,0,0
1684620483662,1,Main Catalog,200,OK,Thread Group 1-2,text,true,,5762,149,9,9,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620483990,2,Main Catalog,200,OK,Thread Group 1-3,text,true,,5762,149,10,10,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620484050,2,Home,200,OK,Thread Group 1-7,text,true,,1497,253,10,10,http://localhost:8080/jpetstore/,2,0,1
1684620484050,2,Home-0,302,Found,Thread Group 1-7,,true,,146,126,10,10,http://localhost:8080/jpetstore,2,0,1
1684620484052,0,Home-1,200,OK,Thread Group 1-7,text,true,,1351,127,10,10,http://localhost:8080/jpetstore/,0,0,0
1684620484441,1,Main Catalog,200,OK,Thread Group 1-4,text,true,,5762,149,11,11,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620484497,2,Home,200,OK,Thread Group 1-8,text,true,,1497,253,11,11,http://localhost:8080/jpetstore/,1,0,1
1684620484497,1,Home-0,302,Found,Thread Group 1-8,,true,,146,126,11,11,http://localhost:8080/jpetstore,1,0,1
1684620484498,1,Home-1,200,OK,Thread Group 1-8,text,true,,1351,127,11,11,http://localhost:8080/jpetstore/,1,0,0
1684620484782,2,Sign In,200,OK,Thread Group 1-1,text,true,,3925,545,12,12,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620484868,1,Main Catalog,200,OK,Thread Group 1-5,text,true,,5762,149,12,12,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620484896,1,Home,200,OK,Thread Group 1-9,text,true,,1497,253,12,12,http://localhost:8080/jpetstore/,0,0,0
1684620484896,0,Home-0,302,Found,Thread Group 1-9,,true,,146,126,12,12,http://localhost:8080/jpetstore,0,0,0
1684620484896,1,Home-1,200,OK,Thread Group 1-9,text,true,,1351,127,12,12,http://localhost:8080/jpetstore/,1,0,0
1684620485183,1,Main Catalog,200,OK,Thread Group 1-6,text,true,,5762,149,13,13,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620485249,2,Sign In,200,OK,Thread Group 1-2,text,true,,3921,545,13,13,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620485264,1,Home,200,OK,Thread Group 1-10,text,true,,1497,253,13,13,http://localhost:8080/jpetstore/,1,0,0
1684620485264,1,Home-0,302,Found,Thread Group 1-10,,true,,146,126,13,13,http://localhost:8080/jpetstore,1,0,0
1684620485265,0,Home-1,200,OK,Thread Group 1-10,text,true,,1351,127,13,13,http://localhost:8080/jpetstore/,0,0,0
1684620485576,1,Sign In,200,OK,Thread Group 1-3,text,true,,3921,545,14,14,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620485606,1,Main Catalog,200,OK,Thread Group 1-7,text,true,,5762,149,14,14,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620485707,2,Home,200,OK,Thread Group 1-11,text,true,,1497,253,14,14,http://localhost:8080/jpetstore/,2,0,1
1684620485707,2,Home-0,302,Found,Thread Group 1-11,,true,,146,126,14,14,http://localhost:8080/jpetstore,2,0,1
1684620485709,0,Home-1,200,OK,Thread Group 1-11,text,true,,1351,127,14,14,http://localhost:8080/jpetstore/,0,0,0
1684620485974,3,Sign In,200,OK,Thread Group 1-4,text,true,,3921,545,15,15,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,3,0,0
1684620486014,2,Main Catalog,200,OK,Thread Group 1-8,text,true,,5762,149,15,15,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620486097,1,Home,200,OK,Thread Group 1-12,text,true,,1497,253,15,15,http://localhost:8080/jpetstore/,1,0,0
1684620486097,1,Home-0,302,Found,Thread Group 1-12,,true,,146,126,15,15,http://localhost:8080/jpetstore,1,0,0
1684620486098,0,Home-1,200,OK,Thread Group 1-12,text,true,,1351,127,15,15,http://localhost:8080/jpetstore/,0,0,0
1684620486419,2,Sign In,200,OK,Thread Group 1-5,text,true,,3923,545,16,16,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620486467,1,Home,200,OK,Thread Group 1-13,text,true,,1497,253,16,16,http://localhost:8080/jpetstore/,1,0,0
1684620486467,1,Home-0,302,Found,Thread Group 1-13,,true,,146,126,16,16,http://localhost:8080/jpetstore,1,0,0
1684620486468,0,Home-1,200,OK,Thread Group 1-13,text,true,,1351,127,16,16,http://localhost:8080/jpetstore/,0,0,0
1684620486478,1,Main Catalog,200,OK,Thread Group 1-9,text,true,,5762,149,16,16,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620486770,1,Sign In,200,OK,Thread Group 1-6,text,true,,3921,545,17,17,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620486818,1,Main Catalog,200,OK,Thread Group 1-10,text,true,,5762,149,17,17,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620486883,2,Home,200,OK,Thread Group 1-14,text,true,,1497,253,17,17,http://localhost:8080/jpetstore/,1,0,0
1684620486883,1,Home-0,302,Found,Thread Group 1-14,,true,,146,126,17,17,http://localhost:8080/jpetstore,1,0,0
1684620486884,1,Home-1,200,OK,Thread Group 1-14,text,true,,1351,127,17,17,http://localhost:8080/jpetstore/,1,0,0
1684620487133,1,Sign In,200,OK,Thread Group 1-7,text,true,,3923,545,18,18,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620487305,1,Home,200,OK,Thread Group 1-15,text,true,,1497,253,18,18,http://localhost:8080/jpetstore/,1,0,0
1684620487305,1,Home-0,302,Found,Thread Group 1-15,,true,,146,126,18,18,http://localhost:8080/jpetstore,1,0,0
1684620487306,0,Home-1,200,OK,Thread Group 1-15,text,true,,1351,127,18,18,http://localhost:8080/jpetstore/,0,0,0
1684620487305,1,Main Catalog,200,OK,Thread Group 1-11,text,true,,5762,149,18,18,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620487553,2,Sign In,200,OK,Thread Group 1-8,text,true,,3921,545,19,19,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620487628,2,Home,200,OK,Thread Group 1-16,text,true,,1497,253,19,19,http://localhost:8080/jpetstore/,1,0,1
1684620487628,1,Home-0,302,Found,Thread Group 1-16,,true,,146,126,19,19,http://localhost:8080/jpetstore,1,0,1
1684620487629,1,Home-1,200,OK,Thread Group 1-16,text,true,,1351,127,19,19,http://localhost:8080/jpetstore/,1,0,0
1684620487683,2,Main Catalog,200,OK,Thread Group 1-12,text,true,,5762,149,19,19,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620487999,1,Sign In,200,OK,Thread Group 1-9,text,true,,3925,545,20,20,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620488038,1,Main Catalog,200,OK,Thread Group 1-13,text,true,,5762,149,20,20,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620488087,1,Home,200,OK,Thread Group 1-17,text,true,,1497,253,20,20,http://localhost:8080/jpetstore/,1,0,0
1684620488087,1,Home-0,302,Found,Thread Group 1-17,,true,,146,126,20,20,http://localhost:8080/jpetstore,1,0,0
1684620488088,0,Home-1,200,OK,Thread Group 1-17,text,true,,1351,127,20,20,http://localhost:8080/jpetstore/,0,0,0
1684620488382,2,Sign In,200,OK,Thread Group 1-10,text,true,,3923,545,21,21,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620488393,2,Login,200,OK,Thread Group 1-1,text,true,,5262,1505,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620488393,1,Login-0,302,Found,Thread Group 1-1,,true,,193,880,21,21,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1684620488394,1,Login-1,200,OK,Thread Group 1-1,text,true,,5069,625,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620488413,1,Main Catalog,200,OK,Thread Group 1-14,text,true,,5762,149,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620488435,1,Home,200,OK,Thread Group 1-18,text,true,,1497,253,21,21,http://localhost:8080/jpetstore/,1,0,0
1684620488435,1,Home-0,302,Found,Thread Group 1-18,,true,,146,126,21,21,http://localhost:8080/jpetstore,1,0,0
1684620488436,0,Home-1,200,OK,Thread Group 1-18,text,true,,1351,127,21,21,http://localhost:8080/jpetstore/,0,0,0
1684620488821,3,Login,200,OK,Thread Group 1-2,text,true,,5262,1505,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620488821,2,Login-0,302,Found,Thread Group 1-2,,true,,193,880,22,22,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620488823,1,Login-1,200,OK,Thread Group 1-2,text,true,,5069,625,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620488845,2,Main Catalog,200,OK,Thread Group 1-15,text,true,,5762,149,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620488846,1,Home,200,OK,Thread Group 1-19,text,true,,1497,253,22,22,http://localhost:8080/jpetstore/,0,0,0
1684620488846,0,Home-0,302,Found,Thread Group 1-19,,true,,146,126,22,22,http://localhost:8080/jpetstore,0,0,0
1684620488846,1,Home-1,200,OK,Thread Group 1-19,text,true,,1351,127,22,22,http://localhost:8080/jpetstore/,1,0,0
1684620488903,1,Sign In,200,OK,Thread Group 1-11,text,true,,3921,545,22,22,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620489252,1,Sign In,200,OK,Thread Group 1-12,text,true,,3925,545,23,23,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620489251,2,Main Catalog,200,OK,Thread Group 1-16,text,true,,5762,149,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620489251,3,Login,200,OK,Thread Group 1-3,text,true,,5262,1505,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620489251,2,Login-0,302,Found,Thread Group 1-3,,true,,193,880,23,23,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620489253,1,Login-1,200,OK,Thread Group 1-3,text,true,,5069,625,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620489256,1,Home,200,OK,Thread Group 1-20,text,true,,1497,253,23,23,http://localhost:8080/jpetstore/,1,0,0
1684620489256,1,Home-0,302,Found,Thread Group 1-20,,true,,146,126,23,23,http://localhost:8080/jpetstore,1,0,0
1684620489257,0,Home-1,200,OK,Thread Group 1-20,text,true,,1351,127,23,23,http://localhost:8080/jpetstore/,0,0,0
1684620489560,1,Sign In,200,OK,Thread Group 1-13,text,true,,3923,545,24,24,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620489584,2,Login,200,OK,Thread Group 1-4,text,true,,5262,1505,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620489584,2,Login-0,302,Found,Thread Group 1-4,,true,,193,880,24,24,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620489586,0,Login-1,200,OK,Thread Group 1-4,text,true,,5069,625,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1684620489659,1,Home,200,OK,Thread Group 1-21,text,true,,1497,253,24,24,http://localhost:8080/jpetstore/,1,0,0
1684620489659,1,Home-0,302,Found,Thread Group 1-21,,true,,146,126,24,24,http://localhost:8080/jpetstore,1,0,0
1684620489660,0,Home-1,200,OK,Thread Group 1-21,text,true,,1351,127,24,24,http://localhost:8080/jpetstore/,0,0,0
1684620489659,1,Main Catalog,200,OK,Thread Group 1-17,text,true,,5762,149,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620489900,1,Reptiles,200,OK,Thread Group 1-1,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620489943,1,Sign In,200,OK,Thread Group 1-14,text,true,,3921,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620489947,1,Main Catalog,200,OK,Thread Group 1-18,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620490014,2,Login,200,OK,Thread Group 1-5,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620490014,1,Login-0,302,Found,Thread Group 1-5,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1684620490015,1,Login-1,200,OK,Thread Group 1-5,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620490081,1,Home,200,OK,Thread Group 1-22,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,1,0,0
1684620490081,1,Home-0,302,Found,Thread Group 1-22,,true,,146,126,25,25,http://localhost:8080/jpetstore,1,0,0
1684620490082,0,Home-1,200,OK,Thread Group 1-22,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,0,0,0
1684620490397,2,Sign In,200,OK,Thread Group 1-15,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620490397,3,Login,200,OK,Thread Group 1-6,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620490397,2,Login-0,302,Found,Thread Group 1-6,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620490399,1,Login-1,200,OK,Thread Group 1-6,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620490418,1,Main Catalog,200,OK,Thread Group 1-19,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620490423,1,Reptiles,200,OK,Thread Group 1-2,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620490432,1,Home,200,OK,Thread Group 1-23,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,1,0,0
1684620490432,1,Home-0,302,Found,Thread Group 1-23,,true,,146,126,25,25,http://localhost:8080/jpetstore,1,0,0
1684620490433,0,Home-1,200,OK,Thread Group 1-23,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,0,0,0
1684620490755,1,Reptiles,200,OK,Thread Group 1-3,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620490754,2,Login,200,OK,Thread Group 1-7,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620490754,2,Login-0,302,Found,Thread Group 1-7,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620490756,0,Login-1,200,OK,Thread Group 1-7,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1684620490757,1,Sign In,200,OK,Thread Group 1-16,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620490827,2,Main Catalog,200,OK,Thread Group 1-20,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620490842,1,Home,200,OK,Thread Group 1-24,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,1,0,0
1684620490842,1,Home-0,302,Found,Thread Group 1-24,,true,,146,126,25,25,http://localhost:8080/jpetstore,1,0,0
1684620490843,0,Home-1,200,OK,Thread Group 1-24,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,0,0,0
1684620491138,3,Login,200,OK,Thread Group 1-8,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620491138,2,Login-0,302,Found,Thread Group 1-8,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620491140,1,Login-1,200,OK,Thread Group 1-8,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620491167,2,Reptiles,200,OK,Thread Group 1-4,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684620491180,1,Main Catalog,200,OK,Thread Group 1-21,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620491229,2,Sign In,200,OK,Thread Group 1-17,text,true,,3921,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620491314,1,Home,200,OK,Thread Group 1-25,text,true,,1497,253,25,25,http://localhost:8080/jpetstore/,0,0,0
1684620491314,0,Home-0,302,Found,Thread Group 1-25,,true,,146,126,25,25,http://localhost:8080/jpetstore,0,0,0
1684620491314,1,Home-1,200,OK,Thread Group 1-25,text,true,,1351,127,25,25,http://localhost:8080/jpetstore/,1,0,0
1684620491466,2,Sign In,200,OK,Thread Group 1-18,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620491476,1,Birds,200,OK,Thread Group 1-1,text,true,,3710,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,1,0,0
1684620491607,2,Login,200,OK,Thread Group 1-9,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620491607,1,Login-0,302,Found,Thread Group 1-9,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1684620491608,1,Login-1,200,OK,Thread Group 1-9,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620491609,1,Reptiles,200,OK,Thread Group 1-5,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620491622,1,Main Catalog,200,OK,Thread Group 1-22,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620491954,2,Login,200,OK,Thread Group 1-10,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620491954,1,Login-0,302,Found,Thread Group 1-10,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1684620491956,0,Login-1,200,OK,Thread Group 1-10,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1684620491974,1,Reptiles,200,OK,Thread Group 1-6,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620491995,2,Sign In,200,OK,Thread Group 1-19,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620492003,1,Birds,200,OK,Thread Group 1-2,text,true,,3710,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,1,0,0
1684620492010,1,Main Catalog,200,OK,Thread Group 1-23,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620492298,1,Reptiles,200,OK,Thread Group 1-7,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620492328,1,Birds,200,OK,Thread Group 1-3,text,true,,3710,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,1,0,0
1684620492345,2,Main Catalog,200,OK,Thread Group 1-24,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620492417,1,Sign In,200,OK,Thread Group 1-20,text,true,,3925,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620492478,3,Login,200,OK,Thread Group 1-11,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620492478,2,Login-0,302,Found,Thread Group 1-11,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620492480,1,Login-1,200,OK,Thread Group 1-11,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620492686,1,Birds,200,OK,Thread Group 1-4,text,true,,3710,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,1,0,0
1684620492698,5,Sign In,200,OK,Thread Group 1-21,text,true,,3923,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,5,0,0
1684620492716,2,Reptiles,200,OK,Thread Group 1-8,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1684620492812,5,Login,200,OK,Thread Group 1-12,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1684620492812,4,Login-0,302,Found,Thread Group 1-12,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1684620492816,1,Login-1,200,OK,Thread Group 1-12,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620492843,1,Main Catalog,200,OK,Thread Group 1-25,text,true,,5762,149,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620492985,2,Sign Out,200,OK,Thread Group 1-1,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620492985,1,Sign Out-0,302,Found,Thread Group 1-1,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684620492986,1,Sign Out-1,200,OK,Thread Group 1-1,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620493091,2,Login,200,OK,Thread Group 1-13,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620493091,1,Login-0,302,Found,Thread Group 1-13,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1684620493092,1,Login-1,200,OK,Thread Group 1-13,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620493171,1,Reptiles,200,OK,Thread Group 1-9,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620493203,2,Birds,200,OK,Thread Group 1-5,text,true,,3710,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,2,0,0
1684620493222,2,Sign In,200,OK,Thread Group 1-22,text,true,,3921,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620493492,2,Birds,200,OK,Thread Group 1-6,text,true,,3710,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,2,0,0
1684620493488,6,Login,200,OK,Thread Group 1-14,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1684620493488,5,Login-0,302,Found,Thread Group 1-14,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1684620493493,1,Login-1,200,OK,Thread Group 1-14,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620493520,2,Sign Out,200,OK,Thread Group 1-2,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620493520,1,Sign Out-0,302,Found,Thread Group 1-2,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684620493521,1,Sign Out-1,200,OK,Thread Group 1-2,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620493527,1,Reptiles,200,OK,Thread Group 1-10,text,true,,3712,252,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,1,0,0
1684620493608,2,Sign In,200,OK,Thread Group 1-23,text,true,,3921,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,2,0,0
1684620493908,1,Birds,200,OK,Thread Group 1-7,text,true,,3710,249,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,1,0,0
1684620493926,2,Sign Out,200,OK,Thread Group 1-3,text,true,,5255,1075,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1684620493926,1,Sign Out-0,302,Found,Thread Group 1-3,,true,,333,542,25,25,http://localhost:8080/jpetstore/actions/Account.action?signoff=,1,0,0
1684620493928,0,Sign Out-1,200,OK,Thread Group 1-3,text,true,,4922,533,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,0,0,0
1684620493928,1,Sign In,200,OK,Thread Group 1-24,text,true,,3925,545,25,25,http://localhost:8080/jpetstore/actions/Account.action?signonForm=,1,0,0
1684620493974,3,Login,200,OK,Thread Group 1-15,text,true,,5262,1505,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1684620493974,2,Login-0,302,Found,Thread Group 1-15,,true,,193,880,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1684620493976,1,Login-1,200,OK,Thread Group 1-15,text,true,,5069,625,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
